Pending Making - 19,Pending in QC - 478,Accepted in QC - 511 / 1000,Making Completed - 981,,Total - 13/09/2025,Today QC - 0,Total QC - 612,Reject Reason,Rework date,Comment,,Report = Batch 3 - 1000,,,Not Started,377
jid_acb391,my_ref_jid_acb391,my_client_jid_abc391,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb392,my_ref_jid_acb392,my_client_jid_abc392,Done,8/23/2025,Virat,11/09/2025,Rejected,missing thret circlret insidret thret bretnzretnret,,,,,,,,
jid_acb393,my_ref_jid_acb393,my_client_jid_abc393,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb394,my_ref_jid_acb394,my_client_jid_abc394,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb395,my_ref_jid_acb395,my_client_jid_abc395,Clarification Needed,8/23/2025,Virat,11/09/2025,Not Started,,,,,,,,,
jid_acb396,my_ref_jid_acb396,my_client_jid_abc396,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb397,my_ref_jid_acb397,my_client_jid_abc397,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb398,my_ref_jid_acb398,my_client_jid_abc398,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb399,my_ref_jid_acb399,my_client_jid_abc399,Done,8/23/2025,Virat,11/09/2025,Accepted,,,,,,,,,
jid_acb400,my_ref_jid_acb400,my_client_jid_abc400,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb401,my_ref_jid_acb401,my_client_jid_abc401,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb402,my_ref_jid_acb402,my_client_jid_abc402,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb403,my_ref_jid_acb403,my_client_jid_abc403,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb404,my_ref_jid_acb404,my_client_jid_abc404,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb405,my_ref_jid_acb405,my_client_jid_abc405,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb406,my_ref_jid_acb406,my_client_jid_abc406,Done,8/23/2025,Pai Prishna,11/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb407,my_ref_jid_acb407,my_client_jid_abc407,Done,8/23/2025,Pai Prishna,11/09/2025,Rejected,retnd of moluculret retrror dfrnd SH is dfrlso wrong,,,,,,,,
jid_acb408,my_ref_jid_acb408,my_client_jid_abc408,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb409,my_ref_jid_acb409,my_client_jid_abc409,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb410,my_ref_jid_acb410,my_client_jid_abc410,Done,8/23/2025,Pai Prishna,11/09/2025,Rejected,for SH using R group thdfrt is retrror Just usret S dfrtom,,,,,,,,
jid_acb411,my_ref_jid_acb411,my_client_jid_abc411,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb412,my_ref_jid_acb412,my_client_jid_abc412,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb413,my_ref_jid_acb413,my_client_jid_abc413,Done,8/23/2025,Pai Prishna,11/09/2025,Accepted,,,,,,,,,
jid_acb414,my_ref_jid_acb414,my_client_jid_abc414,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb415,my_ref_jid_acb415,my_client_jid_abc415,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb416,my_ref_jid_acb416,my_client_jid_abc416,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb417,my_ref_jid_acb417,my_client_jid_abc417,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb418,my_ref_jid_acb418,my_client_jid_abc418,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb419,my_ref_jid_acb419,my_client_jid_abc419,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb420,my_ref_jid_acb420,my_client_jid_abc420,Done,8/23/2025,Pai Prishna,12/08/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb421,my_ref_jid_acb421,my_client_jid_abc421,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb422,my_ref_jid_acb422,my_client_jid_abc422,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb423,my_ref_jid_acb423,my_client_jid_abc423,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb424,my_ref_jid_acb424,my_client_jid_abc424,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb425,my_ref_jid_acb425,my_client_jid_abc425,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb426,my_ref_jid_acb426,my_client_jid_abc426,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb427,my_ref_jid_acb427,my_client_jid_abc427,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb428,my_ref_jid_acb428,my_client_jid_abc428,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb429,my_ref_jid_acb429,my_client_jid_abc429,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb430,my_ref_jid_acb430,my_client_jid_abc430,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb431,my_ref_jid_acb431,my_client_jid_abc431,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb432,my_ref_jid_acb432,my_client_jid_abc432,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb433,my_ref_jid_acb433,my_client_jid_abc433,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb434,my_ref_jid_acb434,my_client_jid_abc434,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb435,my_ref_jid_acb435,my_client_jid_abc435,Done,8/23/2025,Pai Prishna,12/08/2025,Rejected,for SH using R group thdfrt is retrror Just usret S dfrtom,,,,,,,,
jid_acb436,my_ref_jid_acb436,my_client_jid_abc436,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb437,my_ref_jid_acb437,my_client_jid_abc437,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb438,my_ref_jid_acb438,my_client_jid_abc438,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb439,my_ref_jid_acb439,my_client_jid_abc439,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb440,my_ref_jid_acb440,my_client_jid_abc440,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb441,my_ref_jid_acb441,my_client_jid_abc441,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb442,my_ref_jid_acb442,my_client_jid_abc442,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb443,my_ref_jid_acb443,my_client_jid_abc443,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb444,my_ref_jid_acb444,my_client_jid_abc444,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb445,my_ref_jid_acb445,my_client_jid_abc445,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb446,my_ref_jid_acb446,my_client_jid_abc446,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb447,my_ref_jid_acb447,my_client_jid_abc447,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb448,my_ref_jid_acb448,my_client_jid_abc448,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb449,my_ref_jid_acb449,my_client_jid_abc449,Hold,8/23/2025,Mahi,12/08/2025,Not Started,,,,,,,,,
jid_acb450,my_ref_jid_acb450,my_client_jid_abc450,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb451,my_ref_jid_acb451,my_client_jid_abc451,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb452,my_ref_jid_acb452,my_client_jid_abc452,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb453,my_ref_jid_acb453,my_client_jid_abc453,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb454,my_ref_jid_acb454,my_client_jid_abc454,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb455,my_ref_jid_acb455,my_client_jid_abc455,Done,8/23/2025,Mahi,12/08/2025,Output Not Found,,,,,,,,,
jid_acb456,my_ref_jid_acb456,my_client_jid_abc456,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb457,my_ref_jid_acb457,my_client_jid_abc457,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb458,my_ref_jid_acb458,my_client_jid_abc458,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb459,my_ref_jid_acb459,my_client_jid_abc459,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb460,my_ref_jid_acb460,my_client_jid_abc460,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb461,my_ref_jid_acb461,my_client_jid_abc461,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb462,my_ref_jid_acb462,my_client_jid_abc462,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb463,my_ref_jid_acb463,my_client_jid_abc463,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb464,my_ref_jid_acb464,my_client_jid_abc464,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb465,my_ref_jid_acb465,my_client_jid_abc465,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb466,my_ref_jid_acb466,my_client_jid_abc466,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb467,my_ref_jid_acb467,my_client_jid_abc467,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb468,my_ref_jid_acb468,my_client_jid_abc468,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb469,my_ref_jid_acb469,my_client_jid_abc469,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb470,my_ref_jid_acb470,my_client_jid_abc470,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb471,my_ref_jid_acb471,my_client_jid_abc471,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb472,my_ref_jid_acb472,my_client_jid_abc472,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb473,my_ref_jid_acb473,my_client_jid_abc473,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb474,my_ref_jid_acb474,my_client_jid_abc474,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb475,my_ref_jid_acb475,my_client_jid_abc475,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb476,my_ref_jid_acb476,my_client_jid_abc476,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb477,my_ref_jid_acb477,my_client_jid_abc477,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb478,my_ref_jid_acb478,my_client_jid_abc478,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb479,my_ref_jid_acb479,my_client_jid_abc479,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb480,my_ref_jid_acb480,my_client_jid_abc480,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb481,my_ref_jid_acb481,my_client_jid_abc481,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb482,my_ref_jid_acb482,my_client_jid_abc482,Done,8/23/2025,Mahi,12/08/2025,Accepted,,,,,,,,,
jid_acb483,my_ref_jid_acb483,my_client_jid_abc483,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb484,my_ref_jid_acb484,my_client_jid_abc484,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb485,my_ref_jid_acb485,my_client_jid_abc485,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb486,my_ref_jid_acb486,my_client_jid_abc486,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb487,my_ref_jid_acb487,my_client_jid_abc487,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb488,my_ref_jid_acb488,my_client_jid_abc488,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb489,my_ref_jid_acb489,my_client_jid_abc489,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb490,my_ref_jid_acb490,my_client_jid_abc490,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb491,my_ref_jid_acb491,my_client_jid_abc491,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb492,my_ref_jid_acb492,my_client_jid_abc492,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb493,my_ref_jid_acb493,my_client_jid_abc493,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb494,my_ref_jid_acb494,my_client_jid_abc494,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb495,my_ref_jid_acb495,my_client_jid_abc495,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb496,my_ref_jid_acb496,my_client_jid_abc496,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb497,my_ref_jid_acb497,my_client_jid_abc497,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb498,my_ref_jid_acb498,my_client_jid_abc498,Done,8/23/2025,Pai Prishna,12/08/2025,Accepted,,,,,,,,,
jid_acb499,my_ref_jid_acb499,my_client_jid_abc499,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb500,my_ref_jid_acb500,my_client_jid_abc500,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb501,my_ref_jid_acb501,my_client_jid_abc501,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb502,my_ref_jid_acb502,my_client_jid_abc502,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb503,my_ref_jid_acb503,my_client_jid_abc503,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb504,my_ref_jid_acb504,my_client_jid_abc504,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb505,my_ref_jid_acb505,my_client_jid_abc505,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb506,my_ref_jid_acb506,my_client_jid_abc506,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb507,my_ref_jid_acb507,my_client_jid_abc507,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb508,my_ref_jid_acb508,my_client_jid_abc508,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb509,my_ref_jid_acb509,my_client_jid_abc509,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb510,my_ref_jid_acb510,my_client_jid_abc510,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb511,my_ref_jid_acb511,my_client_jid_abc511,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb512,my_ref_jid_acb512,my_client_jid_abc512,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb513,my_ref_jid_acb513,my_client_jid_abc513,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb514,my_ref_jid_acb514,my_client_jid_abc514,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb515,my_ref_jid_acb515,my_client_jid_abc515,Done,8/23/2025,Pai Prishna,12/09/2025,Output Not Found,,,,,,,,,
jid_acb516,my_ref_jid_acb516,my_client_jid_abc516,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb517,my_ref_jid_acb517,my_client_jid_abc517,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb518,my_ref_jid_acb518,my_client_jid_abc518,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb519,my_ref_jid_acb519,my_client_jid_abc519,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb520,my_ref_jid_acb520,my_client_jid_abc520,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb521,my_ref_jid_acb521,my_client_jid_abc521,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb522,my_ref_jid_acb522,my_client_jid_abc522,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb523,my_ref_jid_acb523,my_client_jid_abc523,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb524,my_ref_jid_acb524,my_client_jid_abc524,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb525,my_ref_jid_acb525,my_client_jid_abc525,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb526,my_ref_jid_acb526,my_client_jid_abc526,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb527,my_ref_jid_acb527,my_client_jid_abc527,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb528,my_ref_jid_acb528,my_client_jid_abc528,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb529,my_ref_jid_acb529,my_client_jid_abc529,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb530,my_ref_jid_acb530,my_client_jid_abc530,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb531,my_ref_jid_acb531,my_client_jid_abc531,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb532,my_ref_jid_acb532,my_client_jid_abc532,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb533,my_ref_jid_acb533,my_client_jid_abc533,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb534,my_ref_jid_acb534,my_client_jid_abc534,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb535,my_ref_jid_acb535,my_client_jid_abc535,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb536,my_ref_jid_acb536,my_client_jid_abc536,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb537,my_ref_jid_acb537,my_client_jid_abc537,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb538,my_ref_jid_acb538,my_client_jid_abc538,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb539,my_ref_jid_acb539,my_client_jid_abc539,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb540,my_ref_jid_acb540,my_client_jid_abc540,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb541,my_ref_jid_acb541,my_client_jid_abc541,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb542,my_ref_jid_acb542,my_client_jid_abc542,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb543,my_ref_jid_acb543,my_client_jid_abc543,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb544,my_ref_jid_acb544,my_client_jid_abc544,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb545,my_ref_jid_acb545,my_client_jid_abc545,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb546,my_ref_jid_acb546,my_client_jid_abc546,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb547,my_ref_jid_acb547,my_client_jid_abc547,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb548,my_ref_jid_acb548,my_client_jid_abc548,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb549,my_ref_jid_acb549,my_client_jid_abc549,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb550,my_ref_jid_acb550,my_client_jid_abc550,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb551,my_ref_jid_acb551,my_client_jid_abc551,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb552,my_ref_jid_acb552,my_client_jid_abc552,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb553,my_ref_jid_acb553,my_client_jid_abc553,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb554,my_ref_jid_acb554,my_client_jid_abc554,Done,8/23/2025,Sabinash,12/09/2025,Output Not Found,,,,,,,,,
jid_acb555,my_ref_jid_acb555,my_client_jid_abc555,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb556,my_ref_jid_acb556,my_client_jid_abc556,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb557,my_ref_jid_acb557,my_client_jid_abc557,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb558,my_ref_jid_acb558,my_client_jid_abc558,Done,8/23/2025,Not Selected,12/09/2025,Accepted,,,,,,,,,
jid_acb559,my_ref_jid_acb559,my_client_jid_abc559,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb560,my_ref_jid_acb560,my_client_jid_abc560,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb561,my_ref_jid_acb561,my_client_jid_abc561,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb562,my_ref_jid_acb562,my_client_jid_abc562,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb563,my_ref_jid_acb563,my_client_jid_abc563,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb564,my_ref_jid_acb564,my_client_jid_abc564,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb565,my_ref_jid_acb565,my_client_jid_abc565,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb566,my_ref_jid_acb566,my_client_jid_abc566,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb567,my_ref_jid_acb567,my_client_jid_abc567,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb568,my_ref_jid_acb568,my_client_jid_abc568,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb569,my_ref_jid_acb569,my_client_jid_abc569,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb570,my_ref_jid_acb570,my_client_jid_abc570,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb571,my_ref_jid_acb571,my_client_jid_abc571,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb572,my_ref_jid_acb572,my_client_jid_abc572,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb573,my_ref_jid_acb573,my_client_jid_abc573,Done,8/23/2025,Not Selected,12/09/2025,Accepted,,,,,,,,,
jid_acb574,my_ref_jid_acb574,my_client_jid_abc574,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb575,my_ref_jid_acb575,my_client_jid_abc575,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb576,my_ref_jid_acb576,my_client_jid_abc576,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb577,my_ref_jid_acb577,my_client_jid_abc577,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb578,my_ref_jid_acb578,my_client_jid_abc578,Done,8/23/2025,Sabinash,12/09/2025,Rejected,missing F3C dfrnd retnd of molucluret retrror,,,,,,,,
jid_acb579,my_ref_jid_acb579,my_client_jid_abc579,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb580,my_ref_jid_acb580,my_client_jid_abc580,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb581,my_ref_jid_acb581,my_client_jid_abc581,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb582,my_ref_jid_acb582,my_client_jid_abc582,Done,8/23/2025,Sabinash,12/09/2025,Accepted,,,,,,,,,
jid_acb583,my_ref_jid_acb583,my_client_jid_abc583,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb584,my_ref_jid_acb584,my_client_jid_abc584,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb585,my_ref_jid_acb585,my_client_jid_abc585,Clarification Needed,8/23/2025,Virat,12/09/2025,Not Started,,,,,,,,,
jid_acb586,my_ref_jid_acb586,my_client_jid_abc586,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb587,my_ref_jid_acb587,my_client_jid_abc587,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb588,my_ref_jid_acb588,my_client_jid_abc588,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb589,my_ref_jid_acb589,my_client_jid_abc589,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb590,my_ref_jid_acb590,my_client_jid_abc590,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb591,my_ref_jid_acb591,my_client_jid_abc591,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb592,my_ref_jid_acb592,my_client_jid_abc592,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb593,my_ref_jid_acb593,my_client_jid_abc593,Hold,8/23/2025,Virat,12/09/2025,Not Started,,,,,,,,,
